product_link,product_name,product_price
https://www.glassesshop.com/eyeglasses/ft0319,"
                                    Carmelita
                                ",$54.95
https://www.glassesshop.com/eyeglasses/fp1699,"
                                    Novia
                                ",$19.95
https://www.glassesshop.com/eyeglasses/sm0900,"
                                    Allen
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fp1651,"
                                    Owen
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fz1032,"
                                    Poppy
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fz1519,"
                                    Christine
                                ",$39.95
https://www.glassesshop.com/eyeglasses/fp1747,"
                                    Murphy
                                ",$39.95
https://www.glassesshop.com/eyeglasses/fp2038,"
                                    Fresno
                                ",$12.95
https://www.glassesshop.com/eyeglasses/fp1746,"
                                    Murphy
                                ",$39.95
https://www.glassesshop.com/eyeglasses/fm1553,"
                                    Amelia
                                ",$34.95
https://www.glassesshop.com/eyeglasses/fp1619,"
                                    Baldwin
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fz1392,"
                                    Endicott
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fz1520,"
                                    Christine
                                ",$39.95
https://www.glassesshop.com/eyeglasses/fp1505,"
                                    Joyce
                                ",$12.95
https://www.glassesshop.com/eyeglasses/fm1469,"
                                    Amelia
                                ",$34.95
https://www.glassesshop.com/eyeglasses/fm1470,"
                                    Celeste
                                ",$34.95
https://www.glassesshop.com/eyeglasses/fp1945,"
                                    Acacia
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fz1492,"
                                    Joplin
                                ",$24.95
https://www.glassesshop.com/eyeglasses/fp2104,"
                                    Salisbury
                                ",$19.95
https://www.glassesshop.com/eyeglasses/sm0889,"
                                    Elaine
                                ",$39.95
https://www.glassesshop.com/eyeglasses/fz1512,"
                                    Prairie
                                ",$34.95
