product_link,img_link1,img_link2,product_name,product_price
https://www.glassesshop.com/eyeglasses/sup0711,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202008/5f4770175ec47.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202008/5f477018c4262.jpg","
                                    Marlowe
                                ",$19.95
https://www.glassesshop.com/eyeglasses/ft0326,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202004/5e86f5364cd2e.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202004/5e86f53b3ddaa.jpg","
                                    Dubois
                                ",$49.95
https://www.glassesshop.com/eyeglasses/fp1991,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202010/5f9667be9804a.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202003/5e818cad79698.jpg","
                                    Asheville
                                ",$12.95
https://www.glassesshop.com/eyeglasses/fz1313,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/201910/5da6c9d9a6e37.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/201910/5da6c9db15efc.jpg","
                                    Whittier
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fz1382,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202009/5f4f4077d9bea.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202009/5f4f407c604cf.jpg","
                                    Lindsay
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fz1391,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202010/5f7e6e1255003.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202010/5f7e6e10c3091.jpg","
                                    Miami
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fp2013,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202010/5f9132d64e7ff.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/201911/5dccb0220dede.jpg","
                                    Rainbow
                                ",$12.95
https://www.glassesshop.com/eyeglasses/ft0304,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202008/5f2a860912722.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202008/5f2a860a6ef39.jpg","
                                    Annabel
                                ",$39.95
https://www.glassesshop.com/eyeglasses/fp1992,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202005/5eaf90c036f9e.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202005/5eaf90c193f21.jpg","
                                    Asheville
                                ",$12.95
https://www.glassesshop.com/eyeglasses/fp2010,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202011/5fa245d7a80e2.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202003/5e818fa96fbe2.jpg","
                                    Cooksville
                                ",$12.95
https://www.glassesshop.com/eyeglasses/fp2032,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202003/5e818fb6d5a09.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202003/5e818fba284a5.jpg","
                                    Oberlin
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fp2033,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202008/5f2a810f8b76f.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202007/5f23bc6a3b9c0.jpg","
                                    Oberlin
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fp1979,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202003/5e818ca5d3e63.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202008/5f2a810862991.jpg","
                                    Bronx
                                ",$12.95
https://www.glassesshop.com/eyeglasses/fp2071,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202008/5f27d1aa2d632.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202008/5f2763e7e0332.jpg","
                                    Taurus
                                ",$24.95
https://www.glassesshop.com/eyeglasses/sm0795,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/201910/5da81c45dc907.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/201910/5da81c48a80e8.jpg","
                                    Martin
                                ",$29.95
https://www.glassesshop.com/eyeglasses/fp2034,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202008/5f2a8112b1769.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202008/5f476b9c78f18.jpg","
                                    Oberlin
                                ",$19.95
https://www.glassesshop.com/eyeglasses/fm1385,"https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/201910/5da6c98e04dbf.jpg","https://glassesshop-res.cloudinary.com/c_fill,f_auto,fl_lossy,q_auto,c_pad/products/202010/5f966795eb668.jpg","
                                    Riverside
                                ",$19.95
